====================
Fold 0
X_of_N_21 (X-of-N): 1.2671517518743454
X_of_N_7 (X-of-N): 1.1966537836741213
X_of_N_11 (X-of-N): 0.9783627449779759
X_of_N_17 (X-of-N): 0.9443308710972559
X_of_N_15 (X-of-N): 0.8715091603814179
X_of_N_5 (X-of-N): 0.8644102865935536
X_of_N_12 (X-of-N): 0.8308383786488721
X_of_N_18 (X-of-N): 0.8089286857313942
X_of_N_22 (X-of-N): 0.7220456075922432
X_of_N_13 (X-of-N): 0.6375158165221176
X_of_N_28 (X-of-N): 0.5760905476155442
X_of_N_2 (X-of-N): 0.548286001318693
X_of_N_19 (X-of-N): 0.43217354215690146
X_of_N_20 (X-of-N): 0.31643686446135527
====================
Fold 1
X_of_N_15 (X-of-N): 9.764128479745734
X_of_N_31 (X-of-N): 8.956595591882351
X_of_N_34 (X-of-N): 6.438073408137321
X_of_N_16 (X-of-N): 5.955652033999773
X_of_N_46 (X-of-N): 4.776796129528
X_of_N_18 (X-of-N): 4.456093970576323
X_of_N_23 (X-of-N): 4.2239756564647
X_of_N_8 (X-of-N): 3.904762067461021
X_of_N_37 (X-of-N): 3.362949115514901
X_of_N_47 (X-of-N): 3.263237283700974
X_of_N_38 (X-of-N): 2.5286410667583046
X_of_N_45 (X-of-N): 2.130684048046459
X_of_N_13 (X-of-N): 2.1032421679250755
X_of_N_3 (X-of-N): 2.020202660120045
X_of_N_14 (X-of-N): 1.9882869606587104
X_of_N_41 (X-of-N): 1.8386808622563315
X_of_N_39 (X-of-N): 1.7124791791692253
X_of_N_27 (X-of-N): 1.6908257007628051
X_of_N_1 (X-of-N): 1.6502876464138099
X_of_N_28 (X-of-N): 1.6313608443722118
X_of_N_24 (X-of-N): 1.5559240131009624
X_of_N_44 (X-of-N): 1.478231357512077
X_of_N_49 (X-of-N): 1.4262478151638942
X_of_N_7 (X-of-N): 1.3247281691707466
X_of_N_21 (X-of-N): 1.3220128296394007
X_of_N_25 (X-of-N): 1.2767258723297152
X_of_N_30 (X-of-N): 1.1525914659484544
X_of_N_5 (X-of-N): 0.9973222753795066
X_of_N_42 (X-of-N): 0.9913656933910421
X_of_N_2 (X-of-N): 0.9818852593509524
X_of_N_4 (X-of-N): 0.9720627670061895
X_of_N_6 (X-of-N): 0.9506817083433147
X_of_N_36 (X-of-N): 0.9181858806058882
X_of_N_48 (X-of-N): 0.8934437145959567
X_of_N_19 (X-of-N): 0.886066223905232
X_of_N_32 (X-of-N): 0.8610212640925137
X_of_N_35 (X-of-N): 0.813349944682434
X_of_N_26 (X-of-N): 0.8080675584231396
X_of_N_22 (X-of-N): 0.7970990446467581
X_of_N_20 (X-of-N): 0.7767508775123781
X_of_N_33 (X-of-N): 0.7595269405713206
X_of_N_11 (X-of-N): 0.6956729410885227
X_of_N_10 (X-of-N): 0.653130486315881
X_of_N_40 (X-of-N): 0.5430698351061304
X_of_N_12 (X-of-N): 0.44596968178205987
X_of_N_9 (X-of-N): 0.38716494939277984
X_of_N_29 (X-of-N): 0.3454363373780645
X_of_N_17 (X-of-N): 0.3374422275448348
X_of_N_43 (X-of-N): 0.25186799252579395
====================
Fold 2
X_of_N_13 (X-of-N): 11.18286591833481
X_of_N_24 (X-of-N): 8.269305360433194
X_of_N_27 (X-of-N): 6.061882386037371
X_of_N_49 (X-of-N): 5.699042949258251
X_of_N_38 (X-of-N): 5.223972636687669
X_of_N_25 (X-of-N): 4.764645560378978
X_of_N_15 (X-of-N): 3.5901985531277885
X_of_N_22 (X-of-N): 3.3169437582077594
X_of_N_11 (X-of-N): 3.2599552271137133
X_of_N_26 (X-of-N): 2.590685029898645
X_of_N_8 (X-of-N): 2.5173614323666853
X_of_N_23 (X-of-N): 2.4862413341109773
X_of_N_37 (X-of-N): 2.329296185182903
X_of_N_5 (X-of-N): 2.309208049628313
X_of_N_14 (X-of-N): 2.2877850963218846
X_of_N_20 (X-of-N): 2.1189042267990628
X_of_N_35 (X-of-N): 2.0880514483816652
X_of_N_10 (X-of-N): 1.7757215246977451
X_of_N_43 (X-of-N): 1.7685293935079651
X_of_N_18 (X-of-N): 1.6844465797353245
X_of_N_45 (X-of-N): 1.5295810019791045
X_of_N_39 (X-of-N): 1.445070704809922
X_of_N_50 (X-of-N): 1.3571752192290198
X_of_N_21 (X-of-N): 1.2798717848138188
X_of_N_48 (X-of-N): 1.269870817968449
X_of_N_44 (X-of-N): 1.199261259107244
X_of_N_33 (X-of-N): 1.141069897497039
X_of_N_1 (X-of-N): 1.1108712371160363
X_of_N_3 (X-of-N): 1.1086355478353402
X_of_N_40 (X-of-N): 0.9839612093153962
X_of_N_17 (X-of-N): 0.9494869287376311
X_of_N_30 (X-of-N): 0.9095021939181639
X_of_N_29 (X-of-N): 0.9052984213317857
X_of_N_7 (X-of-N): 0.8323574216425885
X_of_N_36 (X-of-N): 0.7917222539581781
X_of_N_2 (X-of-N): 0.7275584425461668
X_of_N_16 (X-of-N): 0.7140782685471495
X_of_N_46 (X-of-N): 0.7102200027595442
X_of_N_42 (X-of-N): 0.6720311506892588
X_of_N_19 (X-of-N): 0.6516761396371872
X_of_N_28 (X-of-N): 0.5932085320983259
X_of_N_31 (X-of-N): 0.5711642044754383
X_of_N_9 (X-of-N): 0.5390805304381106
X_of_N_12 (X-of-N): 0.5327856956390341
X_of_N_47 (X-of-N): 0.5154196811862012
X_of_N_32 (X-of-N): 0.4356089968688748
X_of_N_34 (X-of-N): 0.3811483999820591
X_of_N_41 (X-of-N): 0.32903099145843556
X_of_N_6 (X-of-N): 0.2470809255673156
X_of_N_4 (X-of-N): 0.24112948863652606
====================
Fold 3
X_of_N_3 (X-of-N): 12.441779535903292
X_of_N_30 (X-of-N): 9.482199793842788
X_of_N_22 (X-of-N): 8.054158046029803
X_of_N_7 (X-of-N): 6.424132733553317
X_of_N_26 (X-of-N): 5.76675407800299
X_of_N_34 (X-of-N): 5.334889866420016
X_of_N_14 (X-of-N): 4.542409117754807
X_of_N_24 (X-of-N): 4.399400115552716
X_of_N_2 (X-of-N): 4.288803012643205
X_of_N_32 (X-of-N): 4.072320553028275
X_of_N_29 (X-of-N): 3.3532474378711368
X_of_N_38 (X-of-N): 3.040938345339964
X_of_N_8 (X-of-N): 2.36013440550295
X_of_N_37 (X-of-N): 2.090581335811184
X_of_N_18 (X-of-N): 1.9340734417403216
X_of_N_17 (X-of-N): 1.7645413756991093
X_of_N_33 (X-of-N): 1.5504674347384229
X_of_N_16 (X-of-N): 1.3691378730696853
X_of_N_15 (X-of-N): 1.3330127912618144
X_of_N_10 (X-of-N): 1.1420243485976818
X_of_N_25 (X-of-N): 1.1373456075563988
X_of_N_21 (X-of-N): 1.133988658533096
X_of_N_20 (X-of-N): 1.1305500594338729
X_of_N_23 (X-of-N): 1.0835516448829243
X_of_N_9 (X-of-N): 1.0694576494958248
X_of_N_5 (X-of-N): 1.0665331946529728
X_of_N_1 (X-of-N): 0.8624620939272871
X_of_N_35 (X-of-N): 0.8496093813984776
X_of_N_13 (X-of-N): 0.8210413372744078
X_of_N_4 (X-of-N): 0.8179874057001597
X_of_N_6 (X-of-N): 0.8034535898626876
X_of_N_31 (X-of-N): 0.7869085812851394
X_of_N_28 (X-of-N): 0.7816697812463506
X_of_N_19 (X-of-N): 0.6961405653167152
X_of_N_12 (X-of-N): 0.663062872660846
X_of_N_11 (X-of-N): 0.6247592074477851
X_of_N_36 (X-of-N): 0.5686887764171652
X_of_N_27 (X-of-N): 0.35778395054441997
====================
Fold 4
X_of_N_36 (X-of-N): 18.870105082656014
X_of_N_16 (X-of-N): 12.687262041736263
X_of_N_48 (X-of-N): 10.308871364116676
X_of_N_7 (X-of-N): 4.245682049134808
X_of_N_29 (X-of-N): 4.052047197615259
X_of_N_27 (X-of-N): 3.3472935895692424
X_of_N_20 (X-of-N): 3.06492144176854
X_of_N_14 (X-of-N): 2.8415402948769466
X_of_N_41 (X-of-N): 2.6299286646086726
X_of_N_50 (X-of-N): 2.3604584123752916
X_of_N_21 (X-of-N): 2.2596541622684594
X_of_N_32 (X-of-N): 1.8179405235853487
X_of_N_11 (X-of-N): 1.6814104435753912
X_of_N_8 (X-of-N): 1.4753047604361451
X_of_N_43 (X-of-N): 1.461907517675802
X_of_N_6 (X-of-N): 1.4577933440191613
X_of_N_33 (X-of-N): 1.2681481559816752
X_of_N_2 (X-of-N): 1.099904032252329
X_of_N_3 (X-of-N): 1.042668024635671
X_of_N_45 (X-of-N): 1.0307818128765034
X_of_N_47 (X-of-N): 1.0199283004653612
X_of_N_23 (X-of-N): 1.0194962634452136
X_of_N_44 (X-of-N): 0.9989332818673543
X_of_N_52 (X-of-N): 0.9440782208324625
X_of_N_31 (X-of-N): 0.9315394455893852
X_of_N_35 (X-of-N): 0.840030099312723
X_of_N_17 (X-of-N): 0.8306792887918041
X_of_N_37 (X-of-N): 0.8218114860357838
X_of_N_19 (X-of-N): 0.812766054793774
X_of_N_34 (X-of-N): 0.7810658861681439
X_of_N_30 (X-of-N): 0.7746993810172893
X_of_N_38 (X-of-N): 0.7125992863214938
X_of_N_40 (X-of-N): 0.6662649307913625
X_of_N_51 (X-of-N): 0.6634503661929257
X_of_N_15 (X-of-N): 0.6618790934821154
X_of_N_25 (X-of-N): 0.6344299799706209
X_of_N_22 (X-of-N): 0.6300725278180839
X_of_N_42 (X-of-N): 0.617651691045142
X_of_N_12 (X-of-N): 0.6174517883808748
X_of_N_46 (X-of-N): 0.6169487645276147
X_of_N_13 (X-of-N): 0.6005553488631852
X_of_N_1 (X-of-N): 0.5743466620580282
X_of_N_26 (X-of-N): 0.5469691718014706
X_of_N_24 (X-of-N): 0.5104261524400256
X_of_N_5 (X-of-N): 0.49503484898407957
X_of_N_9 (X-of-N): 0.4868417275060802
X_of_N_49 (X-of-N): 0.4483505336676334
X_of_N_28 (X-of-N): 0.43925992623461174
X_of_N_18 (X-of-N): 0.40407800820832845
X_of_N_39 (X-of-N): 0.3421220232574842
====================
Fold 5
X_of_N_26 (X-of-N): 17.55866066422544
X_of_N_8 (X-of-N): 16.682385209972416
X_of_N_12 (X-of-N): 10.221861837332467
X_of_N_29 (X-of-N): 6.25137021309711
X_of_N_32 (X-of-N): 5.530404383962907
X_of_N_3 (X-of-N): 4.299829928332045
X_of_N_21 (X-of-N): 4.082402819816335
X_of_N_18 (X-of-N): 2.8665576923320324
X_of_N_22 (X-of-N): 2.829234528892215
X_of_N_34 (X-of-N): 2.517146929488285
X_of_N_6 (X-of-N): 2.505832728406575
X_of_N_28 (X-of-N): 2.298353393206782
X_of_N_7 (X-of-N): 1.7725100971089325
X_of_N_17 (X-of-N): 1.5789340475336848
X_of_N_16 (X-of-N): 1.4768409891967569
X_of_N_14 (X-of-N): 1.2853841378956767
X_of_N_33 (X-of-N): 1.274308949050502
X_of_N_4 (X-of-N): 1.19414766393851
X_of_N_11 (X-of-N): 1.1386745268792646
X_of_N_35 (X-of-N): 1.0298274808332917
X_of_N_24 (X-of-N): 1.015191888793365
X_of_N_20 (X-of-N): 0.9727596214912484
X_of_N_27 (X-of-N): 0.9720187033910108
X_of_N_30 (X-of-N): 0.9555482859210027
X_of_N_13 (X-of-N): 0.9515654413222165
X_of_N_10 (X-of-N): 0.8579272281120346
X_of_N_31 (X-of-N): 0.8474876156138049
X_of_N_36 (X-of-N): 0.7340128895698954
X_of_N_23 (X-of-N): 0.7011927595505354
X_of_N_15 (X-of-N): 0.6409905609788205
X_of_N_5 (X-of-N): 0.6274531191587261
X_of_N_2 (X-of-N): 0.5702163103545365
X_of_N_19 (X-of-N): 0.5356255079387889
X_of_N_9 (X-of-N): 0.5016584367492786
X_of_N_1 (X-of-N): 0.4736513672619405
X_of_N_25 (X-of-N): 0.24803204229151757
====================
Fold 6
X_of_N_46 (X-of-N): 11.607237790493595
X_of_N_43 (X-of-N): 7.620978045996841
X_of_N_11 (X-of-N): 6.380465820522353
X_of_N_4 (X-of-N): 6.188595459180806
X_of_N_15 (X-of-N): 6.127604822316991
X_of_N_24 (X-of-N): 5.301685039854237
X_of_N_23 (X-of-N): 4.369153817520875
X_of_N_18 (X-of-N): 3.5994402783691766
X_of_N_21 (X-of-N): 3.0428062513514202
X_of_N_36 (X-of-N): 2.8417663932907336
X_of_N_14 (X-of-N): 2.5863013716573766
X_of_N_31 (X-of-N): 2.2824301869919377
X_of_N_44 (X-of-N): 2.0895791202728224
X_of_N_7 (X-of-N): 1.9117133474642745
X_of_N_2 (X-of-N): 1.8692284976495321
X_of_N_51 (X-of-N): 1.8569888866250344
X_of_N_52 (X-of-N): 1.4828012188326698
X_of_N_39 (X-of-N): 1.3675659932570219
X_of_N_30 (X-of-N): 1.3161597797403468
X_of_N_37 (X-of-N): 1.2951987589457379
X_of_N_27 (X-of-N): 1.2466665161756212
X_of_N_56 (X-of-N): 1.1714205397408892
X_of_N_47 (X-of-N): 1.1320879277504277
X_of_N_54 (X-of-N): 1.1200446245644478
X_of_N_10 (X-of-N): 1.0806587268904286
X_of_N_5 (X-of-N): 1.0514203824989126
X_of_N_48 (X-of-N): 1.0407924437883787
X_of_N_35 (X-of-N): 0.9838107427721041
X_of_N_53 (X-of-N): 0.9213306663277842
X_of_N_41 (X-of-N): 0.9095159263136793
X_of_N_17 (X-of-N): 0.8630237954043006
X_of_N_42 (X-of-N): 0.8214848250343277
X_of_N_38 (X-of-N): 0.8190092638777317
X_of_N_34 (X-of-N): 0.8132266197250477
X_of_N_50 (X-of-N): 0.7984169193550319
X_of_N_28 (X-of-N): 0.7457538892865322
X_of_N_45 (X-of-N): 0.668310145346859
X_of_N_3 (X-of-N): 0.6440631721240394
X_of_N_49 (X-of-N): 0.6043834726900018
X_of_N_20 (X-of-N): 0.5973425242859881
X_of_N_33 (X-of-N): 0.5814670528083895
X_of_N_55 (X-of-N): 0.5759966996214024
X_of_N_13 (X-of-N): 0.5430532567991434
X_of_N_40 (X-of-N): 0.5350473672249715
X_of_N_8 (X-of-N): 0.5322657338831088
X_of_N_19 (X-of-N): 0.5150442966057388
X_of_N_32 (X-of-N): 0.4944687418070063
X_of_N_25 (X-of-N): 0.4246869889736785
X_of_N_16 (X-of-N): 0.3979395623575767
X_of_N_12 (X-of-N): 0.3909660783314759
====================
Fold 7
X_of_N_28 (X-of-N): 3.615580892068868
X_of_N_87 (X-of-N): 3.226607130748484
X_of_N_77 (X-of-N): 3.081137962487752
X_of_N_67 (X-of-N): 2.979661986652491
X_of_N_90 (X-of-N): 2.6382118870350832
X_of_N_3 (X-of-N): 2.5989625958328935
X_of_N_4 (X-of-N): 2.5689639372065693
X_of_N_2 (X-of-N): 2.2602584814338575
X_of_N_48 (X-of-N): 2.245627643319762
X_of_N_58 (X-of-N): 2.21370146262803
X_of_N_74 (X-of-N): 2.1225068242664062
X_of_N_50 (X-of-N): 2.001861448156071
X_of_N_63 (X-of-N): 1.9190926294282646
X_of_N_35 (X-of-N): 1.8820626351651883
X_of_N_49 (X-of-N): 1.8575163852735963
X_of_N_59 (X-of-N): 1.8435145789098029
X_of_N_75 (X-of-N): 1.8384392976152693
X_of_N_83 (X-of-N): 1.7986704710324182
X_of_N_82 (X-of-N): 1.6120937373658875
X_of_N_18 (X-of-N): 1.547378886412888
X_of_N_80 (X-of-N): 1.5366847664837002
X_of_N_72 (X-of-N): 1.4765474437714246
X_of_N_12 (X-of-N): 1.4719412248395622
X_of_N_47 (X-of-N): 1.4692034336681128
X_of_N_6 (X-of-N): 1.4568808369582071
X_of_N_38 (X-of-N): 1.4313268381533184
X_of_N_44 (X-of-N): 1.4098102064484537
X_of_N_19 (X-of-N): 1.3995714580914786
X_of_N_43 (X-of-N): 1.388275700642957
X_of_N_60 (X-of-N): 1.3082613330677382
X_of_N_5 (X-of-N): 1.3019733931478703
X_of_N_84 (X-of-N): 1.2599210565085888
X_of_N_10 (X-of-N): 1.2585987519925956
X_of_N_69 (X-of-N): 1.2403184723632932
X_of_N_40 (X-of-N): 1.2155706029685214
X_of_N_88 (X-of-N): 1.2131827015571797
X_of_N_21 (X-of-N): 1.1196873060693453
X_of_N_17 (X-of-N): 1.0851810134362978
X_of_N_89 (X-of-N): 1.079267836844024
X_of_N_37 (X-of-N): 1.0745494973461198
X_of_N_30 (X-of-N): 1.0500303215705442
X_of_N_22 (X-of-N): 1.043354040671879
X_of_N_76 (X-of-N): 1.005628570801132
X_of_N_26 (X-of-N): 1.004507444658369
X_of_N_23 (X-of-N): 0.9918964408279431
X_of_N_62 (X-of-N): 0.976998354091542
X_of_N_9 (X-of-N): 0.9674791238743028
X_of_N_73 (X-of-N): 0.9364995763528832
X_of_N_20 (X-of-N): 0.9081703773899592
X_of_N_8 (X-of-N): 0.8572761165527846
====================
Fold 8
X_of_N_34 (X-of-N): 11.599909854441057
X_of_N_42 (X-of-N): 7.93176845609786
X_of_N_10 (X-of-N): 4.453998951620691
X_of_N_50 (X-of-N): 4.397337956762496
X_of_N_19 (X-of-N): 4.260442079691879
X_of_N_9 (X-of-N): 4.030420787671518
X_of_N_16 (X-of-N): 3.3006118684312193
X_of_N_56 (X-of-N): 3.2424405988812337
X_of_N_11 (X-of-N): 3.0552963891436336
X_of_N_43 (X-of-N): 3.0190887811974974
X_of_N_13 (X-of-N): 2.9199361633451897
X_of_N_45 (X-of-N): 2.620198678800017
X_of_N_57 (X-of-N): 2.573534455547952
X_of_N_27 (X-of-N): 2.255750751116321
X_of_N_2 (X-of-N): 2.192691511998873
X_of_N_6 (X-of-N): 2.0801669104277076
X_of_N_53 (X-of-N): 1.9247327233064246
X_of_N_52 (X-of-N): 1.8877581610178245
X_of_N_20 (X-of-N): 1.8737325585651743
X_of_N_7 (X-of-N): 1.7118672533636965
X_of_N_12 (X-of-N): 1.6599330182492622
X_of_N_40 (X-of-N): 1.640004570233658
X_of_N_38 (X-of-N): 1.5594302860973368
X_of_N_31 (X-of-N): 1.456888549635503
X_of_N_33 (X-of-N): 1.2833051275264558
X_of_N_32 (X-of-N): 1.279853382598462
X_of_N_22 (X-of-N): 1.233202660959693
X_of_N_49 (X-of-N): 1.094725690611209
X_of_N_47 (X-of-N): 1.0888154734938624
X_of_N_3 (X-of-N): 0.9670807317919412
X_of_N_17 (X-of-N): 0.9582587526225199
X_of_N_23 (X-of-N): 0.9398227163295756
X_of_N_39 (X-of-N): 0.9070485254164926
X_of_N_5 (X-of-N): 0.8725207679301991
X_of_N_46 (X-of-N): 0.8212105056303677
X_of_N_1 (X-of-N): 0.7696546748161288
X_of_N_35 (X-of-N): 0.7482155431850851
X_of_N_51 (X-of-N): 0.7276399539540525
X_of_N_54 (X-of-N): 0.7244031574947045
X_of_N_36 (X-of-N): 0.7012342062754919
X_of_N_14 (X-of-N): 0.6976685610624194
X_of_N_18 (X-of-N): 0.6165456473025778
X_of_N_29 (X-of-N): 0.6016019621096397
X_of_N_37 (X-of-N): 0.5993492630445967
X_of_N_21 (X-of-N): 0.5989676397874732
X_of_N_26 (X-of-N): 0.5343850766261786
X_of_N_44 (X-of-N): 0.5198309363003965
X_of_N_30 (X-of-N): 0.5098375573491309
X_of_N_48 (X-of-N): 0.4635706189004361
X_of_N_25 (X-of-N): 0.4434393847123527
====================
Fold 9
X_of_N_35 (X-of-N): 6.241059262909917
X_of_N_11 (X-of-N): 3.948585800326128
X_of_N_14 (X-of-N): 2.9021927765020874
X_of_N_48 (X-of-N): 2.839627746219342
X_of_N_5 (X-of-N): 2.607320458715394
X_of_N_43 (X-of-N): 2.5882450559525036
X_of_N_21 (X-of-N): 2.5877418798826235
X_of_N_38 (X-of-N): 2.5118273519844556
X_of_N_59 (X-of-N): 2.4860459438845237
X_of_N_17 (X-of-N): 2.37378079611782
X_of_N_76 (X-of-N): 2.1067994825328653
X_of_N_69 (X-of-N): 2.082193531858403
X_of_N_31 (X-of-N): 2.07611355393392
X_of_N_13 (X-of-N): 1.982646281034181
X_of_N_79 (X-of-N): 1.9576287141455821
X_of_N_83 (X-of-N): 1.955696056106522
X_of_N_65 (X-of-N): 1.948420638323056
X_of_N_46 (X-of-N): 1.7678325105425656
X_of_N_72 (X-of-N): 1.7529827242121667
X_of_N_23 (X-of-N): 1.6741410058536468
X_of_N_33 (X-of-N): 1.5998250936663128
X_of_N_41 (X-of-N): 1.5559411993187802
X_of_N_74 (X-of-N): 1.5508090272788255
X_of_N_26 (X-of-N): 1.5259869815101468
X_of_N_25 (X-of-N): 1.485271057581357
X_of_N_32 (X-of-N): 1.4811471508010121
X_of_N_68 (X-of-N): 1.4385571948366687
X_of_N_78 (X-of-N): 1.4357014914787884
X_of_N_82 (X-of-N): 1.4244594285315069
X_of_N_61 (X-of-N): 1.379624761858662
X_of_N_66 (X-of-N): 1.343151422390212
X_of_N_39 (X-of-N): 1.2822875928752415
X_of_N_30 (X-of-N): 1.2776512699780709
X_of_N_4 (X-of-N): 1.2179398580143141
X_of_N_19 (X-of-N): 1.1860625237305331
X_of_N_20 (X-of-N): 1.1528307921623298
X_of_N_54 (X-of-N): 1.1328215364367837
X_of_N_12 (X-of-N): 1.1270636153292022
X_of_N_40 (X-of-N): 1.0993246433766373
X_of_N_42 (X-of-N): 1.067885125832978
X_of_N_2 (X-of-N): 1.031433317092674
X_of_N_77 (X-of-N): 1.015863647465375
X_of_N_27 (X-of-N): 1.008522933539624
X_of_N_64 (X-of-N): 0.9988920191535521
X_of_N_34 (X-of-N): 0.992041669844201
X_of_N_47 (X-of-N): 0.9855506720666202
X_of_N_84 (X-of-N): 0.8692797835619226
X_of_N_6 (X-of-N): 0.863755657639784
X_of_N_29 (X-of-N): 0.8349233895387221
X_of_N_28 (X-of-N): 0.8211091638131863
====================
Fold 0
X_of_N_43 (X-of-N): 9.195715553702671
X_of_N_56 (X-of-N): 6.428389418704376
X_of_N_49 (X-of-N): 5.3076091088121755
X_of_N_50 (X-of-N): 4.810883440802743
X_of_N_10 (X-of-N): 4.492245990473653
X_of_N_34 (X-of-N): 4.148582713269781
X_of_N_42 (X-of-N): 4.033559382937571
X_of_N_11 (X-of-N): 3.939999932618882
X_of_N_8 (X-of-N): 3.786930803804659
X_of_N_21 (X-of-N): 3.76770187794443
X_of_N_47 (X-of-N): 3.639714113519109
X_of_N_14 (X-of-N): 3.458928245558988
X_of_N_16 (X-of-N): 3.1677456520083234
X_of_N_13 (X-of-N): 3.1587945616565323
X_of_N_9 (X-of-N): 2.0673423167685328
X_of_N_15 (X-of-N): 1.9602214735967405
X_of_N_7 (X-of-N): 1.8566384563109735
X_of_N_38 (X-of-N): 1.7871970735673823
X_of_N_51 (X-of-N): 1.570965111141357
X_of_N_46 (X-of-N): 1.5405542926227391
X_of_N_54 (X-of-N): 1.4714522804087848
X_of_N_32 (X-of-N): 1.4214873447524512
X_of_N_27 (X-of-N): 1.371604765590844
X_of_N_37 (X-of-N): 1.3362361300219026
X_of_N_33 (X-of-N): 1.2785458262529998
X_of_N_36 (X-of-N): 1.194228266599148
X_of_N_23 (X-of-N): 1.0888004578001593
X_of_N_12 (X-of-N): 1.0109014330469686
X_of_N_45 (X-of-N): 0.8614213711767281
X_of_N_25 (X-of-N): 0.8003783025543155
X_of_N_19 (X-of-N): 0.7545654109853355
X_of_N_24 (X-of-N): 0.7540631141536787
X_of_N_2 (X-of-N): 0.7418142653394045
X_of_N_18 (X-of-N): 0.7205623758839597
X_of_N_52 (X-of-N): 0.7147146283911264
X_of_N_30 (X-of-N): 0.7119895301540107
X_of_N_26 (X-of-N): 0.6929250449589516
X_of_N_6 (X-of-N): 0.6857940732946733
X_of_N_5 (X-of-N): 0.6850704789120958
X_of_N_28 (X-of-N): 0.6023623163138309
X_of_N_40 (X-of-N): 0.601245524103763
X_of_N_48 (X-of-N): 0.5527827446608289
X_of_N_31 (X-of-N): 0.5449628578569957
X_of_N_3 (X-of-N): 0.5274775308924136
X_of_N_4 (X-of-N): 0.5185233422715345
X_of_N_53 (X-of-N): 0.5150445911073828
X_of_N_17 (X-of-N): 0.5085565563671166
X_of_N_1 (X-of-N): 0.5077030188405754
X_of_N_20 (X-of-N): 0.439893971216201
X_of_N_35 (X-of-N): 0.40570237316084184
====================
Fold 1
X_of_N_5 (X-of-N): 8.523660341926194
X_of_N_51 (X-of-N): 7.458537893895007
X_of_N_2 (X-of-N): 5.0515061867145015
X_of_N_47 (X-of-N): 4.235992430684197
X_of_N_13 (X-of-N): 4.172322338364308
X_of_N_10 (X-of-N): 4.125733800354979
X_of_N_6 (X-of-N): 3.8661465144212066
X_of_N_42 (X-of-N): 3.496297443505939
X_of_N_27 (X-of-N): 3.4935755663350823
X_of_N_39 (X-of-N): 2.766677120668308
X_of_N_33 (X-of-N): 2.557645868540926
X_of_N_45 (X-of-N): 2.5169332879038295
X_of_N_30 (X-of-N): 2.5076950578107637
X_of_N_16 (X-of-N): 2.4764149624920546
X_of_N_1 (X-of-N): 2.2564310318837038
X_of_N_31 (X-of-N): 2.1658253439540527
X_of_N_23 (X-of-N): 1.8935694750305438
X_of_N_21 (X-of-N): 1.7651892710203534
X_of_N_40 (X-of-N): 1.7144884305540884
X_of_N_7 (X-of-N): 1.7100704439317678
X_of_N_25 (X-of-N): 1.5775468157398722
X_of_N_17 (X-of-N): 1.4905832561897117
X_of_N_44 (X-of-N): 1.392812446805678
X_of_N_18 (X-of-N): 1.3514343676510128
X_of_N_32 (X-of-N): 1.3073429025967966
X_of_N_19 (X-of-N): 1.2941842163412236
X_of_N_34 (X-of-N): 1.2530605710780496
X_of_N_15 (X-of-N): 1.2436681215176588
X_of_N_41 (X-of-N): 1.2022281343758645
X_of_N_43 (X-of-N): 1.1972654723345486
X_of_N_28 (X-of-N): 1.1234058973197592
X_of_N_49 (X-of-N): 1.1033586570839704
X_of_N_4 (X-of-N): 1.0879216630302224
X_of_N_36 (X-of-N): 1.0870088355048606
X_of_N_14 (X-of-N): 1.0785933884124326
X_of_N_35 (X-of-N): 1.0344966776398132
X_of_N_20 (X-of-N): 0.9435576292655216
X_of_N_48 (X-of-N): 0.8596711642875285
X_of_N_9 (X-of-N): 0.8109756115690022
X_of_N_12 (X-of-N): 0.7607361181139514
X_of_N_3 (X-of-N): 0.7296682209097465
X_of_N_22 (X-of-N): 0.7287797330963346
X_of_N_26 (X-of-N): 0.7185973123920174
X_of_N_46 (X-of-N): 0.715626091125096
X_of_N_38 (X-of-N): 0.6742962671322306
X_of_N_50 (X-of-N): 0.6581081236908803
X_of_N_11 (X-of-N): 0.6387035555641443
X_of_N_24 (X-of-N): 0.589261476776627
X_of_N_53 (X-of-N): 0.5553061830557053
X_of_N_54 (X-of-N): 0.5272790055473188
====================
Fold 2
X_of_N_3 (X-of-N): 11.963881008949638
X_of_N_21 (X-of-N): 8.007788848231199
X_of_N_30 (X-of-N): 6.18890822773374
X_of_N_43 (X-of-N): 5.7081911761113115
X_of_N_54 (X-of-N): 5.230265047465868
X_of_N_57 (X-of-N): 4.932610380616388
X_of_N_32 (X-of-N): 4.145437577968957
X_of_N_49 (X-of-N): 4.135439844020849
X_of_N_38 (X-of-N): 2.635458913389523
X_of_N_22 (X-of-N): 2.483319215000721
X_of_N_47 (X-of-N): 2.458718787391691
X_of_N_42 (X-of-N): 1.898796307341244
X_of_N_18 (X-of-N): 1.8237457822857162
X_of_N_7 (X-of-N): 1.8098270311303213
X_of_N_40 (X-of-N): 1.6857062614612843
X_of_N_29 (X-of-N): 1.6656708474063595
X_of_N_27 (X-of-N): 1.5975442357168097
X_of_N_34 (X-of-N): 1.5339347315574108
X_of_N_33 (X-of-N): 1.4918991041010439
X_of_N_35 (X-of-N): 1.3976300511728947
X_of_N_50 (X-of-N): 1.3681103347126051
X_of_N_26 (X-of-N): 1.357400493292259
X_of_N_53 (X-of-N): 1.3161767950369407
X_of_N_2 (X-of-N): 1.2345809403622006
X_of_N_11 (X-of-N): 1.2194541610781888
